"hc_id","year","identified_high_risk_6_9","sealants_high_risk_6_9"
"'0719270",2019,"94","59"
"'072100",2019,"1009","253"
"'072110",2019,"458","416"
"'072130",2019,"466","261"
"'073080",2019,"79","35"
"'073430",2019,"3072","757"
"'074010",2019,"185","182"
"'074020",2019,"56","37"
"'074400",2019,"502","368"
"'074490",2019,"1165","710"
"'074540",2019,"99","51"
"'074630",2019,"57","28"
"'074650",2019,"20","10"
"'075300",2019,"422","219"
"'075660",2019,"154","91"
"'076290",2019,"750","504"
"'076340",2019,"5","1"
"'077200",2019,"2057","1024"
"'077310",2019,"333","232"
"'077470",2019,"314","289"
"'077570",2019,"785","647"
"'078000",2019,"535","166"
"'078030",2019,"155","139"
"'078170",2019,"130","113"
"'07E00016",2019,"59","48"
"'07E00017",2019,"44","38"
"'07E00059",2019,"90","77"
"'07E00214",2019,"45","13"
"'07E00251",2019,"82","67"
"'07E00470",2019,"693","451"
"'07E00472",2019,"155","99"
"'07E00486",2019,"250","171"
"'07E00513",2019,"12","8"
"'07E00514",2019,"85","82"
"'07E00515",2019,"76","54"
"'07E01041",2019,"191","163"
"'07E01084",2019,"581","319"
"'07E01086",2019,"41","28"
"'07E01094",2019,"134","92"
"'07E01134",2019,"172","114"
"'07E01149",2019,"5","2"
"'07E01164",2019,"180","75"
"'07E01179",2019,"9","6"
"'07E01216",2019,"8","3"
"'07E01289",2019,"66","16"
"'080030",2019,"123","47"
"'080060",2019,"925","478"
"'080100",2019,"31","22"
"'080130",2019,"1209","602"
"'080140",2019,"196","149"
"'080170",2019,"11","10"
"'080220",2019,"32","14"
"'080590",2019,"0","0"
"'080620",2019,"9","4"
"'080730",2019,"530","349"
"'081030",2019,"150","115"
"'0810710",2019,"58","12"
"'0811150",2019,"66","38"
"'0811480",2019,"36","23"
"'0811510",2019,"475","264"
"'081260",2019,"59","19"
"'081450",2019,"232","141"
"'081460",2019,"320","171"
"'0814640",2019,"7","3"
"'081650",2019,"364","322"
"'081740",2019,"7","4"
"'0818490",2019,"4","0"
"'0818560",2019,"51","28"
"'081890",2019,"42","18"
"'082160",2019,"7","5"
"'082240",2019,"57","52"
"'082480",2019,"0","0"
"'082490",2019,"12","11"
"'082500",2019,"20","11"
"'083270",2019,"94","64"
"'083430",2019,"14","11"
"'083440",2019,"9","8"
"'083670",2019,"222","120"
"'083800",2019,"20","18"
"'083930",2019,"1","0"
"'083950",2019,"10","3"
"'083970",2019,"0","0"
"'084100",2019,"76","27"
"'084620",2019,"0","0"
"'084980",2019,"471","124"
"'084990",2019,"4","2"
"'085060",2019,"0","0"
"'086120",2019,"12","7"
"'088300",2019,"93","37"
"'08E00023",2019,"8","7"
"'08E00054",2019,"2","2"
"'08E00068",2019,"7","1"
"'08E00382",2019,"0","0"
"'08E00393",2019,"5","1"
"'08E00412",2019,"42","18"
"'08E00441",2019,"23","6"
"'08E00468",2019,"3","3"
"'08E00518",2019,"17","17"
"'08E01040",2019,"2","1"
"'08E01071",2019,"3","3"
"'08E01122",2019,"0","0"
"'08E01132",2019,"110","53"
"'08E01156",2019,"0","0"
"'08E01199",2019,"67","36"
"'08E01215",2019,"7","7"
"'08E01322",2019,"5","1"
"'090030",2019,"200","81"
"'090080",2019,"138","69"
"'090090",2019,"45","45"
"'090130",2019,"175","149"
"'090160",2019,"758","462"
"'090200",2019,"197","81"
"'090210",2019,"533","214"
"'090250",2019,"360","81"
"'090350",2019,"66","46"
"'090390",2019,"482","220"
"'090470",2019,"1013","566"
"'090530",2019,"65","10"
"'090540",2019,"63","46"
"'090560",2019,"686","431"
"'090660",2019,"129","28"
"'090670",2019,"311","231"
"'090710",2019,"1650","935"
"'090720",2019,"491","299"
"'090730",2019,"410","88"
"'090780",2019,"486","408"
"'090800",2019,"0","0"
"'090830",2019,"0","0"
"'090850",2019,"574","264"
"'090870",2019,"18","12"
"'090880",2019,"108","38"
"'090990",2019,"554","212"
"'091000",2019,"626","505"
"'0910140",2019,"126","86"
"'0910240",2019,"17","8"
"'0910250",2019,"81","47"
"'0910260",2019,"0","0"
"'091030",2019,"297","219"
"'0910370",2019,"1193","783"
"'091040",2019,"0","0"
"'091050",2019,"737","264"
"'091070",2019,"15","9"
"'091080",2019,"2155","931"
"'091100",2019,"1192","810"
"'0911100",2019,"208","154"
"'091120",2019,"18","6"
"'0911320",2019,"0","0"
"'091140",2019,"54","34"
"'091160",2019,"1195","45"
"'0911800",2019,"0","0"
"'0911810",2019,"9","2"
"'0911950",2019,"1744","579"
"'0912090",2019,"271","180"
"'0912120",2019,"97","29"
"'091220",2019,"367","224"
"'091230",2019,"3416","1772"
"'091250",2019,"4","3"
"'091290",2019,"10","3"
"'091300",2019,"69","58"
"'091520",2019,"4","1"
"'091540",2019,"269","192"
"'091570",2019,"152","145"
"'091600",2019,"701","491"
"'091620",2019,"75","26"
"'091650",2019,"14","7"
"'091670",2019,"799","349"
"'091700",2019,"96","21"
"'091750",2019,"83","41"
"'091800",2019,"81","74"
"'091850",2019,"0","0"
"'091880",2019,"145","46"
"'091920",2019,"30","27"
"'091940",2019,"559","357"
"'091960",2019,"63","48"
"'0919630",2019,"194","91"
"'0920440",2019,"38","9"
"'092060",2019,"15","14"
"'092080",2019,"124","108"
"'0921240",2019,"3","1"
"'0921340",2019,"174","86"
"'0921350",2019,"170","140"
"'0921430",2019,"8","6"
"'092160",2019,"0","0"
"'0921760",2019,"41","24"
"'092240",2019,"434","314"
"'092280",2019,"578","248"
"'092290",2019,"43","17"
"'0922930",2019,"65","37"
"'0923660",2019,"176","142"
"'092420",2019,"336","199"
"'092440",2019,"120","79"
"'0924640",2019,"566","416"
"'092500",2019,"0","0"
"'0925350",2019,"1216","394"
"'0925360",2019,"177","37"
"'0925370",2019,"40","10"
"'0925380",2019,"172","102"
"'0925390",2019,"154","0"
"'092640",2019,"0","0"
"'092650",2019,"18","16"
"'092870",2019,"253","242"
"'092880",2019,"648","257"
"'0928870",2019,"29","18"
"'0928880",2019,"160","85"
"'092890",2019,"44","23"
"'0929830",2019,"48","30"
"'0930080",2019,"0","0"
"'093030",2019,"259","141"
"'093070",2019,"506","471"
"'093080",2019,"27","26"
"'093110",2019,"3304","1445"
"'093120",2019,"263","123"
"'0931570",2019,"76","34"
"'093160",2019,"31","3"
"'093190",2019,"977","31"
"'093210",2019,"589","514"
"'093410",2019,"660","427"
"'093530",2019,"0","0"
"'093540",2019,"523","268"
"'093570",2019,"192","25"
"'093590",2019,"362","166"
"'093640",2019,"1018","852"
"'093650",2019,"694","397"
"'093660",2019,"324","180"
"'094890",2019,"89","49"
"'095320",2019,"37","20"
"'095340",2019,"54","41"
"'095380",2019,"802","551"
"'095400",2019,"17","10"
"'095440",2019,"1362","363"
"'096010",2019,"170","97"
"'096030",2019,"21","10"
"'096040",2019,"196","190"
"'097180",2019,"261","152"
"'097210",2019,"2","2"
"'097880",2019,"538","514"
"'098150",2019,"405","339"
"'098480",2019,"12","5"
"'098550",2019,"20","0"
"'098620",2019,"46","16"
"'098790",2019,"901","395"
"'098820",2019,"0","0"
"'099000",2019,"76","54"
"'099010",2019,"3770","65"
"'099040",2019,"336","41"
"'099410",2019,"22","15"
"'099420",2019,"15","9"
"'099480",2019,"176","62"
"'09E00001",2019,"0","0"
"'09E00002",2019,"76","27"
"'09E00003",2019,"1831","842"
"'09E00004",2019,"46","33"
"'09E00005",2019,"27","16"
"'09E00006",2019,"18","11"
"'09E00007",2019,"18","11"
"'09E00008",2019,"0","0"
"'09E00064",2019,"3","0"
"'09E00065",2019,"146","105"
"'09E00066",2019,"27","8"
"'09E00067",2019,"0","0"
"'09E00102",2019,"36","13"
"'09E00105",2019,"28","7"
"'09E00107",2019,"0","0"
"'09E00123",2019,"0","0"
"'09E00231",2019,"0","0"
"'09E00280",2019,"0","0"
"'09E00345",2019,"0","0"
"'09E00352",2019,"33","15"
"'09E00421",2019,"0","0"
"'09E00422",2019,"0","0"
"'09E00427",2019,"44","32"
"'09E00436",2019,"223","117"
"'09E00448",2019,"0","0"
"'09E00476",2019,"25","0"
"'09E00477",2019,"248","113"
"'09E00478",2019,"0","0"
"'09E00498",2019,"0","0"
"'09E00520",2019,"330","177"
"'09E00521",2019,"406","223"
"'09E00524",2019,"226","151"
"'09E00525",2019,"0","0"
"'09E00526",2019,"9","5"
"'09E00911",2019,"518","332"
"'09E00942",2019,"0","0"
"'09E01014",2019,"0","0"
"'09E01046",2019,"45","14"
"'09E01051",2019,"40","29"
"'09E01052",2019,"0","0"
"'09E01056",2019,"50","46"
"'09E01065",2019,"184","91"
"'09E01068",2019,"0","0"
"'09E01073",2019,"53","48"
"'09E01078",2019,"183","124"
"'09E01079",2019,"4","4"
"'09E01080",2019,"217","156"
"'09E01087",2019,"0","0"
"'09E01091",2019,"0","0"
"'09E01092",2019,"35","32"
"'09E01093",2019,"24","11"
"'09E01096",2019,"96","75"
"'09E01102",2019,"293","254"
"'09E01103",2019,"1549","1222"
"'09E01131",2019,"149","71"
"'09E01133",2019,"0","0"
"'09E01141",2019,"11","6"
"'09E01142",2019,"6","2"
"'09E01144",2019,"11","6"
"'09E01151",2019,"0","0"
"'09E01152",2019,"45","42"
"'09E01155",2019,"8","2"
"'09E01159",2019,"309","75"
"'09E01169",2019,"0","0"
"'09E01174",2019,"0","0"
"'09E01180",2019,"21","21"
"'09E01183",2019,"0","0"
"'09E01184",2019,"45","23"
"'09E01185",2019,"226","145"
"'09E01189",2019,"39","16"
"'09E01190",2019,"26","16"
"'09E01191",2019,"0","0"
"'09E01195",2019,"30","24"
"'09E01200",2019,"219","120"
"'09E01201",2019,"0","0"
"'09E01204",2019,"29","18"
"'09E01207",2019,"0","0"
"'09E01208",2019,"37","24"
"'09E01209",2019,"28","15"
"'09E01211",2019,"0","0"
"'09E01214",2019,"0","0"
"'09E01219",2019,"0","0"
"'09E01227",2019,"6","1"
"'09E01231",2019,"6","4"
"'09E01237",2019,"0","0"
"'09E01240",2019,"0","0"
"'09E01245",2019,"0","0"
"'09E01294",2019,"0","0"
"'09E01300",2019,"13","10"
"'09E01367",2019,"0","0"
"'09E01368",2019,"0","0"
"'100020",2019,"32","23"
"'100070",2019,"183","100"
"'100150",2019,"207","76"
"'100160",2019,"61","43"
"'100180",2019,"9","7"
"'100360",2019,"121","81"
"'100450",2019,"953","45"
"'100460",2019,"544","181"
"'100570",2019,"249","93"
"'100640",2019,"513","326"
"'100700",2019,"184","159"
"'100760",2019,"1","0"
"'100790",2019,"868","440"
"'100800",2019,"485","113"
"'101000",2019,"302","185"
"'101020",2019,"2387","1457"
"'101030",2019,"4418","2190"
"'101050",2019,"897","584"
"'1010810",2019,"375","276"
"'1010860",2019,"0","0"
"'101120",2019,"1293","862"
"'1011760",2019,"415","149"
"'1011870",2019,"4","4"
"'1011880",2019,"0","0"
"'101230",2019,"1058","603"
"'101250",2019,"143","88"
"'101270",2019,"235","118"
"'1012860",2019,"0","0"
"'1012890",2019,"3","1"
"'101300",2019,"1483","1063"
"'101310",2019,"288","167"
"'101340",2019,"102","87"
"'1014200",2019,"0","0"
"'101470",2019,"14","12"
"'1014910",2019,"43","10"
"'101520",2019,"148","63"
"'101530",2019,"49","41"
"'101540",2019,"336","225"
"'101610",2019,"31","29"
"'101630",2019,"108","43"
"'101650",2019,"70","57"
"'1016960",2019,"305","126"
"'1017080",2019,"11","2"
"'1017440",2019,"55","26"
"'101770",2019,"158","115"
"'101840",2019,"37","17"
"'1018560",2019,"0","0"
"'102040",2019,"0","0"
"'102080",2019,"123","89"
"'102120",2019,"15","7"
"'102270",2019,"27","22"
"'102280",2019,"721","528"
"'102340",2019,"43","11"
"'102360",2019,"12","3"
"'102400",2019,"3","2"
"'102480",2019,"41","30"
"'102520",2019,"29","7"
"'102530",2019,"371","198"
"'102550",2019,"38","12"
"'102570",2019,"457","363"
"'102900",2019,"74","2"
"'102910",2019,"164","26"
"'102970",2019,"234","154"
"'103100",2019,"71","31"
"'105600",2019,"120","25"
"'106170",2019,"0","0"
"'106180",2019,"17","10"
"'106200",2019,"348","348"
"'106210",2019,"1","1"
"'106220",2019,"44","23"
"'106230",2019,"0","0"
"'106290",2019,"0","0"
"'106300",2019,"128","61"
"'107170",2019,"30","20"
"'107200",2019,"0","0"
"'107660",2019,"0","0"
"'107860",2019,"0","0"
"'107880",2019,"44","35"
"'107920",2019,"3270","966"
"'107930",2019,"0","0"
"'107940",2019,"45","40"
"'108170",2019,"154","1"
"'10E00062",2019,"0","0"
"'10E00136",2019,"0","0"
"'10E00170",2019,"0","0"
"'10E00288",2019,"87","39"
"'10E00387",2019,"0","0"
"'10E00467",2019,"0","0"
"'10E00492",2019,"66","43"
"'10E00506",2019,"230","179"
"'10E00507",2019,"0","0"
"'10E00721",2019,"0","0"
"'10E01053",2019,"16","3"
"'10E01153",2019,"15","8"
"'10E01181",2019,"0","0"
"'10E01196",2019,"0","0"
"'10E01202",2019,"24","24"
"'10E01221",2019,"27","26"
"'11E01249",2019,"54","13"
"'010030",2018,"252","126"
"'010040",2018,"1","1"
"'010060",2018,"31","15"
"'010070",2018,"55","42"
"'010120",2018,"2","1"
"'010130",2018,"1","1"
"'010150",2018,"115","71"
"'010160",2018,"41","32"
"'010170",2018,"73","36"
"'010180",2018,"3","3"
"'010220",2018,"41","19"
"'010330",2018,"54","32"
"'010340",2018,"33","15"
"'010380",2018,"5","1"
"'010450",2018,"9","5"
"'010460",2018,"83","67"
"'010480",2018,"97","63"
"'010530",2018,"150","90"
"'010570",2018,"31","21"
"'010580",2018,"1005","413"
"'010600",2018,"5","2"
"'010640",2018,"161","132"
"'010700",2018,"81","52"
"'010710",2018,"153","50"
"'010720",2018,"74","47"
"'010760",2018,"2","2"
"'010800",2018,"139","0"
"'010810",2018,"142","46"
"'010830",2018,"123","55"
"'010840",2018,"272","93"
"'010850",2018,"49","33"
"'010860",2018,"10","9"
"'010980",2018,"6","4"
"'011190",2018,"12","12"
"'011210",2018,"0","0"
"'0112200",2018,"0","0"
"'0112210",2018,"367","179"
"'0112220",2018,"0","0"
"'0112230",2018,"64","35"
"'011230",2018,"28","14"
"'011260",2018,"44","18"
"'011270",2018,"147","56"
"'011280",2018,"47","26"
"'011430",2018,"140","118"
"'011440",2018,"195","102"
"'0114410",2018,"14","10"
"'011450",2018,"4","4"
"'011460",2018,"62","33"
"'0115570",2018,"6","3"
"'011580",2018,"0","0"
"'011640",2018,"0","0"
"'011720",2018,"0","0"
"'011820",2018,"261","204"
"'011830",2018,"129","82"
"'011890",2018,"94","37"
"'011930",2018,"108","49"
"'011990",2018,"104","56"
"'012010",2018,"130","52"
"'012070",2018,"66","43"
"'012080",2018,"244","154"
"'012120",2018,"117","75"
"'012160",2018,"0","0"
"'012230",2018,"23","17"
"'012410",2018,"738","713"
"'013240",2018,"118","69"
"'013250",2018,"8","7"
"'013260",2018,"53","35"
"'013280",2018,"0","0"
"'013370",2018,"262","102"
"'013470",2018,"5","5"
"'013600",2018,"26","15"
"'013840",2018,"39","25"
"'013900",2018,"1125","636"
"'013970",2018,"190","98"
"'014060",2018,"46","46"
"'014580",2018,"437","162"
"'015110",2018,"47","25"
"'015160",2018,"233","93"
"'015170",2018,"3","2"
"'019970",2018,"118","65"
"'019980",2018,"224","91"
"'01E00009",2018,"0","0"
"'01E00010",2018,"11","4"
"'01E00011",2018,"4","4"
"'01E00025",2018,"0","0"
"'01E00040",2018,"59","59"
"'01E00051",2018,"65","31"
"'01E00069",2018,"0","0"
"'01E00089",2018,"157","51"
"'01E00090",2018,"70","24"
"'01E00228",2018,"12","10"
"'01E00272",2018,"0","0"
"'01E00392",2018,"193","78"
"'01E01028",2018,"199","75"
"'01E01057",2018,"15","9"
"'01E01077",2018,"12","11"
"'01E01088",2018,"13","5"
"'01E01113",2018,"0","0"
"'01E01166",2018,"26","13"
"'01E01168",2018,"16","7"
"'01E01210",2018,"13","6"
"'01E01212",2018,"95","55"
"'020010",2018,"152","92"
"'020020",2018,"4","2"
"'020070",2018,"32","14"
"'020110",2018,"1214","845"
"'020130",2018,"53","12"
"'020150",2018,"74","44"
"'020160",2018,"726","161"
"'020180",2018,"215","134"
"'020390",2018,"66","32"
"'020490",2018,"500","36"
"'020500",2018,"531","506"
"'020560",2018,"1694","889"
"'020620",2018,"243","165"
"'020650",2018,"3","0"
"'020660",2018,"18","18"
"'020670",2018,"84","21"
"'020680",2018,"673","79"
"'020690",2018,"0","0"
"'020700",2018,"122","57"
"'020710",2018,"199","150"
"'020730",2018,"118","109"
"'020800",2018,"5","3"
"'020870",2018,"258","114"
"'020890",2018,"38","22"
"'020910",2018,"56","56"
"'020930",2018,"438","185"
"'021030",2018,"26","26"
"'021040",2018,"75","69"
"'021080",2018,"0","0"
"'021200",2018,"9","3"
"'021210",2018,"790","358"
"'021230",2018,"132","30"
"'021240",2018,"251","88"
"'021250",2018,"147","54"
"'021260",2018,"1","1"
"'021270",2018,"486","168"
"'021280",2018,"680","199"
"'021300",2018,"156","12"
"'0213350",2018,"555","455"
"'021390",2018,"205","168"
"'021400",2018,"0","0"
"'021500",2018,"4","0"
"'021510",2018,"483","120"
"'021520",2018,"553","401"
"'021610",2018,"499","373"
"'0216220",2018,"323","32"
"'021630",2018,"22","16"
"'021770",2018,"0","0"
"'0217710",2018,"240","157"
"'021790",2018,"68","10"
"'021830",2018,"242","73"
"'021870",2018,"0","0"
"'0218870",2018,"1989","1515"
"'0219440",2018,"101","40"
"'021960",2018,"288","195"
"'021980",2018,"35","17"
"'022030",2018,"34","5"
"'022070",2018,"520","152"
"'022090",2018,"24","7"
"'022110",2018,"303","118"
"'022120",2018,"34","16"
"'022230",2018,"0","0"
"'023480",2018,"217","113"
"'023600",2018,"416","350"
"'023710",2018,"1343","622"
"'023890",2018,"2","2"
"'024260",2018,"496","222"
"'024270",2018,"1082","381"
"'024490",2018,"307","272"
"'024580",2018,"0","0"
"'024690",2018,"113","112"
"'025310",2018,"56","26"
"'025320",2018,"215","44"
"'025500",2018,"103","15"
"'027000",2018,"256","100"
"'027260",2018,"678","124"
"'027670",2018,"19","12"
"'027710",2018,"0","0"
"'028210",2018,"967","731"
"'028480",2018,"11","7"
"'02E00026",2018,"428","4"
"'02E00027",2018,"243","14"
"'02E00028",2018,"0","0"
"'02E00053",2018,"0","0"
"'02E00091",2018,"164","68"
"'02E00093",2018,"0","0"
"'02E00100",2018,"8","8"
"'02E00103",2018,"0","0"
"'02E00291",2018,"16","8"
"'02E00340",2018,"516","16"
"'02E00487",2018,"448","43"
"'02E00488",2018,"12","8"
"'02E00509",2018,"276","31"
"'02E00510",2018,"2146","729"
"'02E00511",2018,"159","128"
"'02E00696",2018,"3","3"
"'02E00868",2018,"197","69"
"'02E01036",2018,"0","0"
"'02E01074",2018,"0","0"
"'02E01108",2018,"69","17"
"'02E01143",2018,"1100","288"
"'02E01157",2018,"0","0"
"'02E01163",2018,"0","0"
"'02E01165",2018,"10","4"
"'02E01173",2018,"0","0"
"'02E01213",2018,"0","0"
"'02E01217",2018,"0","0"
"'030130",2018,"0","0"
"'030150",2018,"42","31"
"'030220",2018,"0","0"
"'030290",2018,"627","116"
"'030340",2018,"420","208"
"'030440",2018,"91","19"
"'030480",2018,"0","0"
"'030560",2018,"256","20"
"'030700",2018,"75","42"
"'030720",2018,"408","283"
"'030740",2018,"0","0"
"'030750",2018,"60","35"
"'030790",2018,"0","0"
"'030800",2018,"23","9"
"'030820",2018,"0","0"
"'030850",2018,"22","20"
"'030880",2018,"180","88"
"'030890",2018,"16","15"
"'030900",2018,"21","7"
"'030990",2018,"31","24"
"'031000",2018,"0","0"
"'031040",2018,"0","0"
"'0310560",2018,"89","18"
"'0310600",2018,"194","93"
"'031160",2018,"870","420"
"'031220",2018,"0","0"
"'031230",2018,"0","0"
"'031250",2018,"8","8"
"'031260",2018,"22","4"
"'031270",2018,"77","25"
"'0314560",2018,"83","76"
"'0315250",2018,"15","4"
"'031600",2018,"0","0"
"'031670",2018,"0","0"
"'031690",2018,"13","3"
"'031700",2018,"135","48"
"'031720",2018,"7","1"
"'031760",2018,"0","0"
"'031810",2018,"74","11"
"'031820",2018,"52","44"
"'0318380",2018,"0","0"
"'0318390",2018,"99","59"
"'0318400",2018,"0","0"
"'0318410",2018,"28","18"
"'0318420",2018,"107","65"
"'0321030",2018,"12","7"
"'032220",2018,"203","52"
"'0322280",2018,"31","16"
"'0322290",2018,"199","81"
"'032230",2018,"39","22"
"'032240",2018,"13","2"
"'0322430",2018,"0","0"
"'032300",2018,"115","58"
"'032430",2018,"2","2"
"'032440",2018,"69","7"
"'032560",2018,"147","53"
"'032600",2018,"17","15"
"'032650",2018,"0","0"
"'032700",2018,"364","212"
"'032750",2018,"142","116"
"'032840",2018,"14","5"
"'032900",2018,"473","225"
"'032960",2018,"385","34"
"'033010",2018,"555","369"
"'033080",2018,"57","23"
"'033090",2018,"176","20"
"'033100",2018,"6","1"
"'033130",2018,"130","67"
"'033180",2018,"0","0"
"'033200",2018,"571","135"
"'033230",2018,"0","0"
"'033620",2018,"152","88"
"'033690",2018,"33","32"
"'033770",2018,"18","3"
"'033780",2018,"0","0"
"'033930",2018,"162","52"
"'034050",2018,"37","1"
"'034060",2018,"670","154"
"'034100",2018,"177","13"
"'034120",2018,"76","3"
"'034140",2018,"22","9"
"'034180",2018,"47","28"
"'034190",2018,"157","149"
"'034210",2018,"68","44"
"'034230",2018,"252","82"
"'036640",2018,"4","4"
"'036670",2018,"209","95"
"'036820",2018,"0","0"
"'037020",2018,"94","54"
"'037030",2018,"1039","343"
"'037150",2018,"16","15"
"'037460",2018,"0","0"
"'037480",2018,"43","11"
