"date","state","cases","deaths","state_name"
"10/06/2020","DC",,0,
"12/11/2020","RI",,11,"Rhode Island"
"04/27/2020","VT",,1,"Vermont"
"11/20/2020","GU",,11,
"08/11/2020","SD",,0,
"05/04/2020","PW",,0,
"03/22/2020","MT",,,
"08/20/2020","MT",6214,5,
"09/15/2020","DE",19137,-1,"Delaware"
"02/22/2020","KS",,,"Kansas"
"10/13/2020","KS",67862,0,"Kansas"
"02/06/2020","AK",,,"Alaska"
"02/25/2020","MT",,,
"10/12/2020","FSM",0,0,
"08/25/2020","NC",160124,35,"North Carolina"
"12/28/2020","OR",110545,6,"Oregon"
"12/08/2020","PW",,0,
"06/21/2020","UT",17825,3,"Utah"
"09/06/2020","SD",,0,
"06/23/2020","RI",,3,"Rhode Island"
"02/13/2020","OR",,,"Oregon"
"12/26/2020","MP",122,0,
"06/07/2020","OR",4808,1,"Oregon"
"05/07/2020","NH",,3,"New Hampshire"
"09/30/2020","PW",,0,
"06/20/2020","MP",30,0,
"08/23/2020","VI",,1,"Virgin Islands"
"05/05/2020","PW",,0,
"05/25/2020","DE",9067,34,"Delaware"
"12/19/2020","NC",472268,68,"North Carolina"
"12/28/2020","FSM",0,0,
"02/18/2020","NC",,,"North Carolina"
"11/11/2020","FSM",0,0,
"06/22/2020","VT",,0,"Vermont"
"05/29/2020","NC",26489,32,"North Carolina"
"04/16/2020","RI",,,"Rhode Island"
"09/09/2020","MO",,12,"Missouri"
"05/12/2020","KS",7116,0,"Kansas"
"03/17/2020","RI",,,"Rhode Island"
"06/25/2020","SD",,4,
"04/09/2020","MO",,,"Missouri"
"10/23/2020","RI",,4,"Rhode Island"
"03/24/2020","NC",398,0,"North Carolina"
"02/14/2020","VI",,,"Virgin Islands"
"11/12/2020","PW",,0,
"04/22/2020","VT",,0,"Vermont"
"09/01/2020","DC",,0,
"05/10/2020","VI",,0,"Virgin Islands"
"06/24/2020","KS",12970,2,"Kansas"
"11/03/2020","KS",89277,0,"Kansas"
"04/27/2020","AK",,0,"Alaska"
"02/26/2020","ME",,,"Maine"
"05/28/2020","DC",,8,
"01/26/2020","PW",,,
"08/31/2020","MP",56,0,
"04/09/2020","VT",,,"Vermont"
"10/17/2020","PW",,0,
"11/07/2020","HI",,1,"Hawaii"
"12/01/2020","VT",,3,"Vermont"
"05/31/2020","RI",,7,"Rhode Island"
"04/07/2020","ME",,,"Maine"
"02/04/2020","MT",,,
"06/10/2020","GU",,0,
"04/01/2020","SD",,,
"07/28/2020","DE",14602,1,"Delaware"
"01/27/2020","PW",,,
"02/08/2020","VT",,,"Vermont"
"06/11/2020","NC",39483,11,"North Carolina"
"09/03/2020","HI",,4,"Hawaii"
"07/27/2020","RI",,2,"Rhode Island"
"10/17/2020","OR",39316,3,"Oregon"
"05/19/2020","KS",8340,0,"Kansas"
"05/03/2020","FSM",0,0,
"06/27/2020","UT",20986,2,"Utah"
"12/06/2020","MO",,13,"Missouri"
"04/01/2020","DE",,,"Delaware"
"06/11/2020","VI",,0,"Virgin Islands"
"09/24/2020","ME",5235,0,"Maine"
"10/13/2020","NC",234481,50,"North Carolina"
"12/28/2020","KS",216062,41,"Kansas"
"10/12/2020","VI",,0,"Virgin Islands"
"05/22/2020","DC",,6,
"04/04/2020","MO",,,"Missouri"
"06/19/2020","SD",,3,
"05/04/2020","HI",,0,"Hawaii"
"10/26/2020","UT",106083,3,"Utah"
"08/27/2020","MP",54,0,
"10/09/2020","HI",,2,"Hawaii"
"10/28/2020","ME",6467,0,"Maine"
"04/05/2020","AK",,,"Alaska"
"10/16/2020","MO",,138,"Missouri"
"08/28/2020","HI",,4,"Hawaii"
"07/11/2020","SD",,1,
"11/25/2020","MT",58565,22,
"12/13/2020","SD",,20,
"06/10/2020","NH",,7,"New Hampshire"
"12/18/2020","OR",100308,21,"Oregon"
"04/29/2020","AK",,0,"Alaska"
"05/16/2020","VT",,0,"Vermont"
"06/22/2020","AK",,0,"Alaska"
"07/27/2020","NC",115021,6,"North Carolina"
"07/10/2020","GU",,0,
"06/28/2020","NH",,2,"New Hampshire"
"10/05/2020","UT",78723,4,"Utah"
"12/22/2020","GU",,0,
"05/11/2020","MP",19,0,
"06/14/2020","DE",10340,1,"Delaware"
"04/19/2020","KS",1849,4,"Kansas"
"02/17/2020","PW",,,
"10/06/2020","AK",,0,"Alaska"
"06/30/2020","VI",,0,"Virgin Islands"
"04/02/2020","NH",,,"New Hampshire"
"06/26/2020","NC",58867,13,"North Carolina"
"02/07/2020","MP",,,
"05/01/2020","AK",,0,"Alaska"
"02/25/2020","SD",,,
"09/30/2020","VT",,0,"Vermont"
"11/28/2020","AK",,2,"Alaska"
"08/16/2020","HI",,0,"Hawaii"
"09/27/2020","VT",,0,"Vermont"
"05/11/2020","SD",,0,
"09/01/2020","NH",,0,"New Hampshire"
"09/14/2020","GU",,3,
"07/16/2020","GU",,0,
"05/12/2020","FSM",0,0,
"12/11/2020","MT",71870,24,
"04/25/2020","HI",,1,"Hawaii"
"05/03/2020","VI",,0,"Virgin Islands"
"02/01/2020","DE",,,"Delaware"
"06/24/2020","OR",7444,3,"Oregon"
"07/15/2020","MP",36,0,
"08/14/2020","AK",,0,"Alaska"
"05/20/2020","AK",,0,"Alaska"
"05/24/2020","KS",8958,0,"Kansas"
"04/09/2020","RI",,,"Rhode Island"
"12/03/2020","MO",,79,"Missouri"
"10/29/2020","VI",,0,"Virgin Islands"
"12/26/2020","ME",21881,6,"Maine"
"11/17/2020","MT",49398,21,
"08/27/2020","NC",163643,24,"North Carolina"
"08/31/2020","GU",,3,
"03/07/2020","GU",,,
"04/10/2020","GU",,,
"02/20/2020","OR",,,"Oregon"
"01/25/2020","UT",,,"Utah"
"07/03/2020","DC",,1,
"10/11/2020","KS",65807,0,"Kansas"
"09/08/2020","OR",28355,5,"Oregon"
"03/23/2020","VI",,,"Virgin Islands"
"09/22/2020","ME",5171,0,"Maine"
"04/05/2020","RI",,,"Rhode Island"
"11/22/2020","RI",,0,"Rhode Island"
"07/28/2020","RI",,1,"Rhode Island"
"10/07/2020","MT",16063,1,
"08/26/2020","AK",,1,"Alaska"
"12/20/2020","MP",116,0,
"06/16/2020","VI",,0,"Virgin Islands"
"10/07/2020","MP",75,0,
"12/14/2020","SD",,0,
"11/14/2020","VT",,0,"Vermont"
"04/08/2020","DE",,,"Delaware"
"07/04/2020","RI",,0,"Rhode Island"
"03/07/2020","ME",,,"Maine"
"09/18/2020","SD",,5,
"09/03/2020","MO",,3,"Missouri"
"08/08/2020","ME",4042,0,"Maine"
"07/05/2020","DE",12348,0,"Delaware"
"09/25/2020","NC",204331,32,"North Carolina"
"02/11/2020","HI",,,"Hawaii"
"11/13/2020","GU",,1,
"09/04/2020","PW",,0,
"11/18/2020","KS",128594,63,"Kansas"
"07/22/2020","DC",,0,
"04/06/2020","AK",,,"Alaska"
"08/05/2020","PW",,0,
"06/20/2020","ME",2938,-1,"Maine"
"03/29/2020","NC",1167,1,"North Carolina"
"09/17/2020","SD",,1,
"06/23/2020","NH",,4,"New Hampshire"
"12/25/2020","KS",209689,0,"Kansas"
"08/16/2020","ME",4197,0,"Maine"
"05/21/2020","KS",8539,0,"Kansas"
"07/22/2020","VI",,1,"Virgin Islands"
"12/14/2020","VT",,1,"Vermont"
"12/24/2020","PW",,0,
"09/03/2020","RI",,4,"Rhode Island"
"12/04/2020","DC",,1,
"09/30/2020","GU",,2,
"05/07/2020","DE",6111,31,"Delaware"
"01/26/2020","MO",,,"Missouri"
"03/14/2020","NC",23,0,"North Carolina"
"05/10/2020","SD",,0,
"12/01/2020","ME",12208,5,"Maine"
"04/19/2020","GU",,0,
"11/27/2020","PW",,0,
"07/17/2020","MT",2366,0,
"02/17/2020","MP",,,
"01/29/2020","RI",,,"Rhode Island"
"04/01/2020","NH",,,"New Hampshire"
"07/25/2020","MP",40,0,
"04/02/2020","DC",,,
"06/17/2020","NC",46860,14,"North Carolina"
"01/25/2020","PW",,,
"04/14/2020","SD",,,
"11/04/2020","OR",47049,4,"Oregon"
"03/11/2020","RI",,,"Rhode Island"
"07/08/2020","ME",3486,1,"Maine"
"09/06/2020","MP",58,0,
"08/02/2020","SD",,1,
"11/06/2020","VT",,0,"Vermont"
"11/16/2020","VI",,0,"Virgin Islands"
"10/27/2020","SD",,0,
"05/09/2020","DC",,7,
"08/28/2020","UT",51704,3,"Utah"
"12/16/2020","DE",47929,0,"Delaware"
"10/09/2020","SD",,5,
"08/10/2020","ME",4050,1,"Maine"
"10/16/2020","VT",,0,"Vermont"
"04/13/2020","DC",,,
"08/13/2020","ME",4115,0,"Maine"
"06/25/2020","DE",11017,0,"Delaware"
"09/30/2020","MO",,32,"Missouri"
"10/31/2020","DC",,0,
"05/17/2020","MT",470,0,
"10/31/2020","GU",,0,
"06/01/2020","VI",,0,"Virgin Islands"
"11/25/2020","VT",,0,"Vermont"
"04/01/2020","MP",,,
"10/24/2020","ME",6137,0,"Maine"
"10/25/2020","KS",76230,0,"Kansas"
"07/10/2020","NC",81534,18,"North Carolina"
"02/16/2020","MO",,,"Missouri"
"09/13/2020","MO",,1,"Missouri"
"02/08/2020","KS",,,"Kansas"
"07/25/2020","HI",,0,"Hawaii"
"09/02/2020","HI",,1,"Hawaii"
"02/15/2020","VT",,,"Vermont"
"12/18/2020","ME",18742,12,"Maine"
"06/09/2020","VI",,0,"Virgin Islands"
"04/25/2020","DE",3576,12,"Delaware"
"04/26/2020","DE",4162,24,"Delaware"
"12/23/2020","VI",,0,"Virgin Islands"
"09/26/2020","NC",206090,33,"North Carolina"
"09/17/2020","MT",9872,3,
"01/30/2020","HI",,,"Hawaii"
"12/02/2020","VT",,2,"Vermont"
"03/22/2020","DE",,,"Delaware"
"10/01/2020","DC",,1,
"11/24/2020","SD",,4,
"12/05/2020","KS",168386,13,"Kansas"
"12/22/2020","DC",,2,
"07/06/2020","SD",,0,
"07/24/2020","SD",,-1,
"08/24/2020","GU",,0,
"10/21/2020","VT",,0,"Vermont"
"10/06/2020","GU",,0,
"10/01/2020","ME",5468,0,"Maine"
"12/11/2020","MP",113,0,
"06/07/2020","UT",12117,0,"Utah"
"04/12/2020","RI",,,"Rhode Island"
"09/12/2020","MT",8925,0,
"10/02/2020","MP",73,0,
"11/29/2020","UT",193809,4,"Utah"
"11/20/2020","SD",,53,
"08/07/2020","MO",,21,"Missouri"
"04/29/2020","PW",,0,
"04/14/2020","VI",,,"Virgin Islands"
"02/05/2020","HI",,,"Hawaii"
"12/03/2020","MP",106,0,
"08/29/2020","FSM",0,0,
"12/27/2020","VI",,0,"Virgin Islands"
"02/23/2020","NH",,,"New Hampshire"
"04/17/2020","HI",,,"Hawaii"
"04/05/2020","ME",,,"Maine"
"08/09/2020","NC",137707,8,"North Carolina"
"06/28/2020","SD",,0,
"04/13/2020","OR",,,"Oregon"
"05/12/2020","MT",459,0,
"06/21/2020","AK",,0,"Alaska"
"03/05/2020","GU",,,
"12/10/2020","ME",15205,5,"Maine"
"04/15/2020","MO",,,"Missouri"
"11/09/2020","GU",,2,
"03/13/2020","DC",,,
"12/15/2020","PW",,0,
"02/28/2020","GU",,,
"10/26/2020","MO",,0,"Missouri"
"10/11/2020","UT",85844,7,"Utah"
"11/13/2020","DE",28016,2,"Delaware"
"10/09/2020","ME",5696,0,"Maine"
"12/09/2020","ME",14861,0,"Maine"
"08/06/2020","DE",15365,0,"Delaware"
"08/01/2020","GU",,0,
"12/18/2020","MP",115,0,
"08/19/2020","RI",,3,"Rhode Island"
"07/12/2020","UT",30177,1,"Utah"
"02/04/2020","KS",,,"Kansas"
"03/10/2020","NC",7,0,"North Carolina"
"11/03/2020","HI",,0,"Hawaii"
"10/18/2020","MT",22821,1,
"03/26/2020","RI",,,"Rhode Island"
"02/26/2020","FSM",,,
"06/19/2020","HI",,0,"Hawaii"
"11/28/2020","UT",192087,13,"Utah"
"06/02/2020","RI",,12,"Rhode Island"
"09/17/2020","KS",50870,0,"Kansas"
"06/28/2020","MO",,1,"Missouri"
"03/14/2020","VT",,,"Vermont"
"07/14/2020","NH",,1,"New Hampshire"
"11/19/2020","KS",128594,0,"Kansas"
"06/05/2020","MO",,10,"Missouri"
"12/16/2020","MO",,45,"Missouri"
"06/06/2020","NH",,5,"New Hampshire"
"10/12/2020","AK",,0,"Alaska"
"09/28/2020","PW",,0,
"05/30/2020","DE",9498,5,"Delaware"
"03/05/2020","MO",,,"Missouri"
"11/14/2020","RI",,0,"Rhode Island"
"03/12/2020","AK",,,"Alaska"
"11/24/2020","DC",,1,
"02/15/2020","FSM",,,
"09/12/2020","PW",,0,
"04/28/2020","UT",4423,1,"Utah"
"09/27/2020","DC",,0,
"03/22/2020","VT",,,"Vermont"
"03/19/2020","UT",,,"Utah"
"05/08/2020","UT",6041,5,"Utah"
"10/31/2020","FSM",0,0,
"07/20/2020","ME",3711,1,"Maine"
"11/30/2020","KS",157446,31,"Kansas"
"02/05/2020","GU",,,
"02/06/2020","MP",,,
"12/29/2020","DE",56189,0,"Delaware"
"09/07/2020","HI",,1,"Hawaii"
"06/28/2020","DC",,2,
"09/11/2020","HI",,2,"Hawaii"
"06/13/2020","VI",,0,"Virgin Islands"
"09/22/2020","GU",,2,
"10/27/2020","NH",,0,"New Hampshire"
"08/30/2020","MO",,12,"Missouri"
"08/04/2020","VI",,0,"Virgin Islands"
"03/09/2020","MO",,,"Missouri"
"10/05/2020","OR",35049,0,"Oregon"
"09/15/2020","OR",29662,9,"Oregon"
"06/06/2020","MP",27,0,
"09/16/2020","PW",,0,
"04/07/2020","AK",,,"Alaska"
"08/24/2020","MP",54,0,
"05/30/2020","HI",,0,"Hawaii"
"03/23/2020","GU",,,
"11/18/2020","OR",59669,10,"Oregon"
"03/18/2020","PW",,,
"11/05/2020","NH",,3,"New Hampshire"
"03/30/2020","UT",,,"Utah"
"06/13/2020","HI",,0,"Hawaii"
"12/03/2020","VT",,1,"Vermont"
"07/06/2020","AK",,0,"Alaska"
"01/31/2020","MP",,,
"10/16/2020","HI",,1,"Hawaii"
"07/07/2020","ME",3460,0,"Maine"
"08/30/2020","GU",,0,
"02/04/2020","MP",,,
"10/06/2020","SD",,0,
"03/20/2020","SD",,,
"08/20/2020","DE",16770,5,"Delaware"
"04/09/2020","OR",,,"Oregon"
"08/15/2020","PW",,0,
"05/15/2020","DC",,10,
"07/18/2020","UT",34045,0,"Utah"
"02/06/2020","OR",,,"Oregon"
"09/13/2020","UT",58745,3,"Utah"
"10/08/2020","VT",,0,"Vermont"
"09/18/2020","OR",30342,0,"Oregon"
"05/24/2020","AK",,0,"Alaska"
"07/09/2020","OR",11188,3,"Oregon"
"08/19/2020","DE",16718,0,"Delaware"
"12/04/2020","FSM",0,0,
"11/05/2020","FSM",0,0,
"08/31/2020","MO",,22,"Missouri"
"05/14/2020","UT",6837,2,"Utah"
"06/14/2020","DC",,4,
"03/15/2020","MO",,,"Missouri"
"07/11/2020","MO",,5,"Missouri"
"05/22/2020","UT",8179,2,"Utah"
"04/04/2020","SD",,,
"10/17/2020","MO",,2,"Missouri"
"12/20/2020","DE",50616,4,"Delaware"
"11/16/2020","HI",,0,"Hawaii"
"03/29/2020","DC",,,
"02/17/2020","OR",,,"Oregon"
"04/14/2020","OR",,,"Oregon"
"11/15/2020","UT",153808,9,"Utah"
"05/12/2020","DC",,8,
"02/09/2020","DC",,,
"11/21/2020","UT",173979,16,"Utah"
"11/11/2020","NC",300561,40,"North Carolina"
"09/15/2020","ME",4941,1,"Maine"
"03/21/2020","UT",,,"Utah"
"05/30/2020","GU",,0,
"09/23/2020","PW",,0,
"02/26/2020","VT",,,"Vermont"
"04/29/2020","HI",,0,"Hawaii"
"08/26/2020","DE",16976,0,"Delaware"
"07/29/2020","SD",,6,
"05/01/2020","PW",,0,
"05/22/2020","HI",,0,"Hawaii"
"07/21/2020","VT",,0,"Vermont"
"09/25/2020","ME",5235,0,"Maine"
"06/18/2020","DE",10611,2,"Delaware"
"04/21/2020","HI",,2,"Hawaii"
"12/13/2020","DC",,2,
"12/01/2020","PW",,0,
"03/15/2020","SD",,,
"08/20/2020","UT",48761,5,"Utah"
"02/17/2020","VT",,,"Vermont"
"03/09/2020","ME",,,"Maine"
"04/30/2020","OR",2510,2,"Oregon"
"04/02/2020","HI",,,"Hawaii"
"09/13/2020","DC",,0,
"11/30/2020","GU",,0,
"10/28/2020","SD",,9,
"09/08/2020","HI",,2,"Hawaii"
"03/20/2020","HI",,,"Hawaii"
"04/20/2020","FSM",,,
"04/24/2020","NC",8052,16,"North Carolina"
"04/22/2020","RI",,4,"Rhode Island"
"02/06/2020","MT",,,
"10/14/2020","MT",20720,1,
"02/12/2020","ME",,,"Maine"
"05/27/2020","DC",,5,
"05/15/2020","FSM",0,0,
"04/03/2020","NH",,,"New Hampshire"
"03/02/2020","MT",,,
"06/28/2020","GU",,0,
"11/30/2020","NH",,0,"New Hampshire"
"09/09/2020","MP",59,0,
"10/18/2020","ME",5962,0,"Maine"
"05/19/2020","GU",,0,
"11/13/2020","AK",,1,"Alaska"
"05/20/2020","MT",478,0,
"03/05/2020","NH",,,"New Hampshire"
"09/07/2020","KS",46914,4,"Kansas"
"09/28/2020","AK",,0,"Alaska"
"06/18/2020","DC",,4,
"09/22/2020","DE",19761,1,"Delaware"
"07/24/2020","DC",,0,
"03/04/2020","MT",,,
"12/18/2020","MO",,19,"Missouri"
"10/22/2020","DE",23687,8,"Delaware"
"02/23/2020","SD",,,
"12/02/2020","DE",36698,2,"Delaware"
"11/01/2020","KS",85181,-59,"Kansas"
"03/12/2020","ME",,,"Maine"
"10/24/2020","RI",,0,"Rhode Island"
"12/22/2020","HI",,0,"Hawaii"
"01/25/2020","DC",,,
"09/27/2020","GU",,0,
"04/09/2020","NC",3651,12,"North Carolina"
"06/05/2020","GU",,0,
"02/08/2020","MT",,,
"04/23/2020","NH",,3,"New Hampshire"
"03/05/2020","OR",,,"Oregon"
"04/23/2020","SD",,0,
"08/03/2020","KS",28876,7,"Kansas"
"06/22/2020","KS",12465,5,"Kansas"
"04/26/2020","DC",,13,
"04/05/2020","VT",,,"Vermont"
"04/01/2020","DC",,,
"04/03/2020","KS",,,"Kansas"
"05/05/2020","OR",2839,4,"Oregon"
"09/14/2020","NH",,0,"New Hampshire"
"08/27/2020","MT",6929,0,
"06/21/2020","NC",52811,8,"North Carolina"
"01/29/2020","FSM",,,
"06/09/2020","DC",,4,
"06/14/2020","SD",,0,
"04/01/2020","OR",,,"Oregon"
"12/11/2020","VT",,4,"Vermont"
"04/12/2020","KS",,,"Kansas"
"11/09/2020","HI",,0,"Hawaii"
"10/18/2020","FSM",0,0,
"01/26/2020","HI",,,"Hawaii"
"07/26/2020","MO",,15,"Missouri"
"01/29/2020","GU",,,
"02/18/2020","GU",,,
"05/17/2020","OR",3623,0,"Oregon"
"05/27/2020","DE",9171,1,"Delaware"
"04/03/2020","NC",2093,3,"North Carolina"
"08/30/2020","NH",,0,"New Hampshire"
"10/19/2020","GU",,3,
"06/05/2020","HI",,0,"Hawaii"
"11/12/2020","OR",53879,4,"Oregon"
"06/13/2020","FSM",0,0,
"12/27/2020","ME",22320,1,"Maine"
"11/27/2020","NC",354514,78,"North Carolina"
"03/12/2020","FSM",,,
"08/11/2020","DC",,2,
"12/29/2020","SD",,0,
"05/02/2020","UT",4981,3,"Utah"
"03/14/2020","GU",,,
"03/26/2020","NC",636,1,"North Carolina"
"03/10/2020","NH",,,"New Hampshire"
"08/01/2020","UT",41380,4,"Utah"
"08/12/2020","VT",,0,"Vermont"
"04/26/2020","UT",4214,0,"Utah"
"11/04/2020","NC",282802,53,"North Carolina"
"07/18/2020","RI",,0,"Rhode Island"
"03/06/2020","OR",,,"Oregon"
"06/17/2020","GU",,0,
"11/16/2020","GU",,0,
"03/18/2020","ME",,,"Maine"
"04/07/2020","KS",,,"Kansas"
"11/25/2020","KS",147797,52,"Kansas"
"08/16/2020","UT",47248,1,"Utah"
"01/23/2020","KS",,,"Kansas"
"07/05/2020","UT",25500,4,"Utah"
"06/10/2020","VI",,0,"Virgin Islands"
"08/19/2020","VT",,0,"Vermont"
"10/03/2020","AK",,1,"Alaska"
"04/25/2020","RI",,13,"Rhode Island"
"03/18/2020","MT",,,
"12/02/2020","MP",106,0,
"11/03/2020","NC",280377,76,"North Carolina"
"08/22/2020","MO",,6,"Missouri"
"10/16/2020","VI",,0,"Virgin Islands"
"10/12/2020","NH",,0,"New Hampshire"
"01/26/2020","FSM",,,
"05/29/2020","SD",,5,
"06/07/2020","NC",35548,4,"North Carolina"
"12/10/2020","UT",225946,22,"Utah"
"02/28/2020","NC",,,"North Carolina"
"09/08/2020","ME",4734,0,"Maine"
"05/19/2020","OR",3726,2,"Oregon"
"04/26/2020","NH",,0,"New Hampshire"
"05/06/2020","DE",5778,6,"Delaware"
"03/17/2020","UT",,,"Utah"
"08/08/2020","PW",,0,
"04/22/2020","KS",2211,3,"Kansas"
"12/07/2020","DE",40711,0,"Delaware"
"10/28/2020","OR",43228,7,"Oregon"
"09/06/2020","OR",28044,1,"Oregon"
"10/19/2020","KS",72968,13,"Kansas"
"02/26/2020","KS",,,"Kansas"
"08/06/2020","NC",132512,42,"North Carolina"
"12/08/2020","NM",,0,"New Mexico"
"08/21/2020","MD",,12,"Maryland"
"03/05/2020","GA",,,"Georgia"
"02/08/2020","WA",,,"Washington"
"06/28/2020","PA",85988,12,"Pennsylvania"
"05/04/2020","WV",1224,0,"West Virginia"
"08/17/2020","IL",209186,12,"Illinois"
"11/01/2020","MI",197406,0,"Michigan"
"11/15/2020","WA",,0,"Washington"
"08/23/2020","TN",143937,4,"Tennessee"
"08/14/2020","MS",70930,41,"Mississippi"
"03/07/2020","GA",11,,"Georgia"
"06/29/2020","LA",,-5,"Louisiana"
"05/26/2020","MA",93693,57,"Massachusetts"
"10/19/2020","MA",151370,15,"Massachusetts"
"04/21/2020","NY",,167,"New York"
"07/14/2020","OK",20922,0,"Oklahoma"
"12/11/2020","MD",,36,"Maryland"
"05/14/2020","VA",28672,27,"Virginia"
"04/01/2020","CO",,,"Colorado"
"03/15/2020","MA",,,"Massachusetts"
"08/05/2020","WY",2923,0,"Wyoming"
"10/28/2020","ID",61785,14,"Idaho"
"08/18/2020","AZ",194920,25,"Arizona"
"11/17/2020","GA",430571,57,"Georgia"
"06/09/2020","NV",,-36,"Nevada"
"06/05/2020","RMI",0,0,
"05/26/2020","AS",,0,
"12/04/2020","PR",55532,12,"Puerto Rico"
"09/15/2020","RMI",0,0,
"09/22/2020","PR",42660,4,"Puerto Rico"
"07/14/2020","MS",37542,-1,"Mississippi"
"09/23/2020","NE",,1,"Nebraska"
"10/06/2020","ID",45082,5,"Idaho"
"08/20/2020","LA",,28,"Louisiana"
"05/27/2020","WI",16462,22,"Wisconsin"
"03/11/2020","NY",,,"New York"
"03/09/2020","CA",,,"California"
"08/05/2020","IA",,12,"Iowa"
"03/16/2020","AZ",,,"Arizona"
"02/28/2020","WI",,,"Wisconsin"
"12/24/2020","ND",91222,4,"North Dakota"
"10/08/2020","IN",,15,"Indiana"
"09/07/2020","WV",11575,1,"West Virginia"
"07/31/2020","IN",,19,"Indiana"
"05/05/2020","WA",,21,"Washington"
"02/27/2020","AS",,,
"10/07/2020","SC",153705,37,"South Carolina"
"10/07/2020","SC",153705,37,"South Dakota"
"02/09/2020","WV",,,"West Virginia"
"01/23/2020","FL",,,"Florida"
"03/13/2020","ID",,,"Idaho"
"12/09/2020","TX",,273,"Texas"
"02/24/2020","MD",,,"Maryland"
"11/06/2020","NM",,6,"New Mexico"
"07/16/2020","WV",4657,1,"West Virginia"
"03/12/2020","PR",,,"Puerto Rico"
"09/19/2020","FL",,71,"Florida"
"09/26/2020","ID",40296,2,"Idaho"
"10/21/2020","NJ",,18,"New Jersey"
"08/11/2020","OH",102826,40,"Ohio"
"07/30/2020","WI",56079,8,"Wisconsin"
"02/05/2020","NV",,,"Nevada"
"10/07/2020","PA",166552,12,"Pennsylvania"
"04/18/2020","NY",,4,"New York"
"05/24/2020","NY",,68,"New York"
"04/16/2020","PA",27735,66,"Pennsylvania"
"07/06/2020","AL",44909,0,"Alabama"
"02/25/2020","MN",,,"Minnesota"
"02/25/2020","MN",,,"Montana"
"06/06/2020","RMI",0,0,
"04/29/2020","AZ",7202,-39,"Arizona"
"09/08/2020","CO",59674,0,"Colorado"
"05/22/2020","KY",8426,5,"Kentucky"
"12/19/2020","MA",316824,47,"Massachusetts"
"03/19/2020","KY",,,"Kentucky"
"07/31/2020","OH",91159,49,"Ohio"
"06/21/2020","PA",82186,1,"Pennsylvania"
"10/08/2020","TN",209447,65,"Tennessee"
"01/27/2020","MD",,,"Maryland"
"07/22/2020","CO",41698,11,"Colorado"
"06/22/2020","TX",,10,"Texas"
"05/01/2020","OH",18743,30,"Ohio"
"01/23/2020","MS",,,"Mississippi"
"07/26/2020","NV",,2,"Nevada"
"05/24/2020","CA",,66,"California"
"04/11/2020","NV",,,"Nevada"
"02/23/2020","NY",,,"New York"
"09/16/2020","FL",,155,"Florida"
"04/15/2020","VA",,,"Virginia"
"09/06/2020","OK",69738,3,"Oklahoma"
"12/16/2020","MI",482815,103,"Michigan"
"09/21/2020","ND",18508,3,"North Dakota"
"07/28/2020","RMI",0,0,
"03/22/2020","MN",,,"Minnesota"
"03/22/2020","MN",,,"Montana"
"09/24/2020","GA",327158,49,"Georgia"
"09/29/2020","AL",153554,18,"Alabama"
"07/03/2020","IN",,19,"Indiana"
"05/08/2020","TN",14512,4,"Tennessee"
"12/06/2020","AS",,0,
"11/03/2020","PA",214871,41,"Pennsylvania"
"07/21/2020","ID",15822,5,"Idaho"
"12/04/2020","AL",264199,74,"Alabama"
"11/07/2020","RMI",1,0,
"06/26/2020","NYC",215891,14,
"04/11/2020","PA",,,"Pennsylvania"
"11/20/2020","LA",,34,"Louisiana"
"11/17/2020","MI",296840,81,"Michigan"
"07/14/2020","NJ",,22,"New Jersey"
"12/15/2020","AL",301533,26,"Alabama"
"03/19/2020","MS",,,"Mississippi"
"04/29/2020","NE",,13,"Nebraska"
"11/28/2020","OH",406703,33,"Ohio"
"10/08/2020","NJ",,9,"New Jersey"
"03/03/2020","TX",,,"Texas"
"06/20/2020","SC",23786,5,"South Carolina"
"06/20/2020","SC",23786,5,"South Dakota"
"03/08/2020","PR",,,"Puerto Rico"
"10/09/2020","VA",157905,14,"Virginia"
"04/08/2020","NE",,,"Nebraska"
"08/30/2020","NJ",,4,"New Jersey"
"01/23/2020","GA",,,"Georgia"
"08/21/2020","NE",,3,"Nebraska"
"04/29/2020","TX",,42,"Texas"
"07/16/2020","AZ",134613,58,"Arizona"
"06/22/2020","IL",138224,24,"Illinois"
"11/20/2020","ND",71540,16,"North Dakota"
"05/30/2020","ID",2839,0,"Idaho"
"04/25/2020","CO",12868,-17,"Colorado"
"10/01/2020","AS",,0,
"09/30/2020","FL",,176,"Florida"
"06/27/2020","PR",7189,1,"Puerto Rico"
"08/16/2020","WV",8564,0,"West Virginia"
"04/12/2020","MN",,,"Minnesota"
"04/12/2020","MN",,,"Montana"
"06/20/2020","CT",45715,17,"Connecticut"
"12/01/2020","MN",,22,"Minnesota"
"12/01/2020","MN",,22,"Montana"
"05/29/2020","CT",41762,890,"Connecticut"
"08/16/2020","WI",70246,1,"Wisconsin"
"11/24/2020","IA",,19,"Iowa"
"03/20/2020","NY",,,"New York"
"12/28/2020","OK",290319,23,"Oklahoma"
"02/10/2020","MA",,,"Massachusetts"
"10/22/2020","NY",,11,"New York"
"10/14/2020","IN",,14,"Indiana"
"07/01/2020","WA",,7,"Washington"
"10/01/2020","IA",,14,"Iowa"
"12/22/2020","KY",247344,34,"Kentucky"
"05/04/2020","PA",50092,14,"Pennsylvania"
